,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,Semer,VSA
1397,25-34,Female,Masters degree,UK,White,46.0,46.0,39.0,39.0,41.0,-1.37983,-1.18084,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL5,CL0,CL0
1398,25-34,Female,University degree,UK,White,42.0,41.0,47.0,51.0,45.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1399,25-34,Female,University degree,UK,White,45.0,40.0,52.0,49.0,38.0,-1.37983,0.07987,CL6,CL2,CL1,CL2,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL3
1400,25-34,Female,University degree,UK,White,40.0,40.0,38.0,44.0,46.0,-1.37983,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1401,18-24,Female,University degree,UK,White,16.0,41.0,33.0,58.0,35.0,-2.55524,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1402,25-34,Female,Doctorate degree,UK,Mixed-White/Black,51.0,48.0,50.0,45.0,36.0,0.52975,-1.18084,CL6,CL2,CL2,CL3,CL6,CL2,CL4,CL5,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1403,25-34,Female,University degree,UK,White,38.0,36.0,35.0,46.0,31.0,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1404,25-34,Female,Masters degree,UK,White,28.0,45.0,54.0,51.0,45.0,0.19268,1.2247,CL5,CL0,CL2,CL0,CL6,CL5,CL5,CL0,CL0,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL5,CL0,CL0
1405,25-34,Male,Masters degree,UK,White,49.0,31.0,42.0,46.0,32.0,0.88113,0.7654,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1406,25-34,Female,Doctorate degree,UK,White,18.0,33.0,41.0,44.0,38.0,-0.71126,0.7654,CL5,CL2,CL2,CL0,CL5,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0
1407,25-34,Female,University degree,UK,White,30.0,37.0,50.0,52.0,50.0,-0.71126,-1.18084,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1408,25-34,Female,University degree,USA,White,40.0,38.0,55.0,41.0,51.0,-0.21712,0.40148,CL5,CL1,CL0,CL3,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL1,CL2,CL1,CL0,CL3,CL5,CL0,CL1
1409,25-34,Female,Masters degree,UK,White,46.0,45.0,54.0,43.0,44.0,-1.37983,0.07987,CL5,CL0,CL1,CL3,CL5,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL0,CL0
1410,25-34,Female,University degree,UK,White,46.0,35.0,44.0,38.0,47.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0
1411,25-34,Female,Doctorate degree,UK,White,32.0,54.0,55.0,47.0,46.0,-0.21712,0.07987,CL5,CL0,CL2,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1412,18-24,Male,Left school at 16 years ,UK,White,53.0,30.0,45.0,31.0,29.0,0.88113,0.7654,CL3,CL3,CL0,CL0,CL6,CL6,CL5,CL5,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL0,CL4,CL0,CL0
1413,18-24,Male,"Some college or university, no certificate or degree",Australia,White,25.0,32.0,40.0,45.0,44.0,-1.37983,-0.52593,CL5,CL4,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1414,18-24,Female,University degree,UK,Asian,45.0,35.0,41.0,45.0,42.0,-0.71126,-0.52593,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1415,25-34,Female,Masters degree,Republic of Ireland,White,34.0,38.0,37.0,54.0,40.0,-1.37983,-1.18084,CL5,CL0,CL2,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1416,18-24,Male,"Some college or university, no certificate or degree",USA,White,32.0,45.0,55.0,47.0,42.0,0.19268,1.2247,CL6,CL3,CL0,CL2,CL6,CL6,CL4,CL4,CL0,CL2,CL0,CL3,CL3,CL4,CL3,CL4,CL6,CL0,CL3
1417,25-34,Male,"Some college or university, no certificate or degree",USA,White,44.0,37.0,50.0,38.0,38.0,0.88113,1.2247,CL4,CL0,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL4,CL0,CL0,CL0
1418,25-34,Male,"Some college or university, no certificate or degree",USA,White,34.0,43.0,51.0,39.0,44.0,-0.21712,1.2247,CL6,CL0,CL0,CL5,CL5,CL6,CL6,CL6,CL0,CL4,CL0,CL2,CL6,CL2,CL0,CL2,CL6,CL0,CL0
1419,45-54,Male,Left school before 16 years,Republic of Ireland,White,35.0,33.0,46.0,50.0,34.0,0.19268,1.2247,CL1,CL3,CL0,CL2,CL4,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL3,CL5,CL0,CL0,CL6,CL0,CL0
1420,18-24,Male,University degree,USA,White,28.0,51.0,56.0,46.0,40.0,0.19268,0.40148,CL4,CL2,CL0,CL0,CL6,CL6,CL6,CL3,CL0,CL4,CL2,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1421,25-34,Male,"Some college or university, no certificate or degree",UK,White,42.0,36.0,44.0,40.0,33.0,1.29221,0.7654,CL5,CL0,CL2,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
1422,25-34,Female,University degree,USA,White,33.0,44.0,54.0,48.0,46.0,0.19268,1.2247,CL6,CL6,CL0,CL3,CL5,CL6,CL5,CL3,CL2,CL5,CL3,CL2,CL0,CL3,CL0,CL3,CL6,CL0,CL0
1423,35-44,Male,Professional certificate/ diploma,UK,Black,39.0,42.0,45.0,42.0,42.0,1.29221,0.40148,CL5,CL0,CL0,CL2,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL3,CL2,CL0,CL0,CL0,CL2,CL0,CL1
1424,18-24,Female,Professional certificate/ diploma,UK,Other,36.0,40.0,45.0,45.0,53.0,0.88113,0.40148,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6
1425,18-24,Male,"Some college or university, no certificate or degree",USA,White,27.0,51.0,50.0,34.0,49.0,0.52975,1.2247,CL4,CL3,CL0,CL2,CL6,CL5,CL5,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
1426,18-24,Female,"Some college or university, no certificate or degree",USA,White,43.0,38.0,41.0,46.0,35.0,-0.21712,-0.21575,CL3,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL2
1427,18-24,Male,"Some college or university, no certificate or degree",USA,White,33.0,49.0,55.0,39.0,41.0,0.88113,1.2247,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1428,18-24,Female,"Some college or university, no certificate or degree",USA,White,48.0,47.0,42.0,28.0,37.0,1.86203,0.40148,CL6,CL0,CL0,CL4,CL6,CL5,CL6,CL3,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL3,CL5,CL0,CL0
1429,45-54,Female,Doctorate degree,UK,White,26.0,31.0,41.0,40.0,46.0,-0.71126,-1.54858,CL6,CL1,CL1,CL1,CL6,CL3,CL4,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL1
1430,25-34,Female,Masters degree,UK,Mixed-White/Black,39.0,33.0,42.0,58.0,51.0,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1431,25-34,Female,Masters degree,UK,White,40.0,30.0,38.0,47.0,44.0,-1.37983,-2.07848,CL2,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1432,55-64,Female,Masters degree,UK,White,28.0,40.0,47.0,45.0,47.0,0.52975,-0.52593,CL6,CL1,CL1,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
1433,55-64,Female,Professional certificate/ diploma,UK,White,28.0,36.0,48.0,45.0,33.0,1.86203,0.40148,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1434,18-24,Male,Left school at 16 years ,USA,White,48.0,37.0,48.0,46.0,41.0,-0.71126,1.2247,CL3,CL2,CL0,CL3,CL6,CL3,CL5,CL2,CL0,CL2,CL2,CL0,CL3,CL0,CL6,CL3,CL6,CL0,CL0
1435,18-24,Male,"Some college or university, no certificate or degree",USA,White,20.0,47.0,51.0,37.0,49.0,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL2,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL4,CL4,CL0,CL1
1436,18-24,Male,"Some college or university, no certificate or degree",Other,White,29.0,44.0,46.0,35.0,36.0,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL4,CL5,CL5,CL0,CL0,CL3,CL0,CL4,CL4,CL3,CL0,CL3,CL4,CL0,CL0
1437,35-44,Female,Masters degree,UK,White,34.0,40.0,40.0,48.0,45.0,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1438,45-54,Female,Masters degree,UK,White,25.0,39.0,47.0,52.0,50.0,-0.71126,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1439,25-34,Female,Masters degree,UK,White,46.0,33.0,41.0,51.0,48.0,-1.37983,-1.54858,CL1,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1440,35-44,Female,Doctorate degree,UK,White,31.0,46.0,51.0,49.0,46.0,-0.71126,-1.18084,CL6,CL1,CL0,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1441,35-44,Female,Masters degree,UK,White,29.0,37.0,38.0,54.0,48.0,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1442,45-54,Female,Masters degree,UK,White,23.0,41.0,48.0,49.0,49.0,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1443,25-34,Female,Masters degree,UK,White,29.0,46.0,48.0,50.0,54.0,0.19268,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1444,25-34,Female,Masters degree,UK,White,36.0,44.0,38.0,39.0,53.0,-0.21712,0.07987,CL4,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1445,25-34,Female,University degree,USA,Black,25.0,49.0,50.0,51.0,52.0,0.52975,0.7654,CL5,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1446,18-24,Female,Masters degree,UK,Asian,30.0,41.0,40.0,47.0,47.0,-0.21712,-0.21575,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1447,25-34,Female,Masters degree,UK,White,26.0,47.0,52.0,36.0,51.0,-0.21712,-0.52593,CL5,CL2,CL2,CL0,CL5,CL2,CL6,CL3,CL0,CL2,CL0,CL0,CL3,CL0,CL0,CL2,CL5,CL0,CL0
1448,25-34,Female,Doctorate degree,UK,White,26.0,36.0,46.0,50.0,53.0,-1.37983,-0.21575,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
1449,18-24,Male,"Some college or university, no certificate or degree",USA,White,40.0,37.0,58.0,30.0,55.0,1.29221,1.92173,CL3,CL3,CL0,CL2,CL6,CL5,CL6,CL3,CL2,CL2,CL3,CL3,CL4,CL4,CL6,CL3,CL6,CL0,CL2
1450,18-24,Female,University degree,UK,White,39.0,41.0,35.0,46.0,49.0,-1.37983,-1.18084,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1451,25-34,Female,Doctorate degree,UK,White,31.0,40.0,45.0,48.0,47.0,-0.71126,-0.52593,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0
1452,18-24,Male,Professional certificate/ diploma,USA,White,43.0,35.0,55.0,55.0,39.0,-0.71126,1.92173,CL5,CL4,CL0,CL3,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL4,CL6,CL5,CL3,CL4,CL5,CL0,CL0
1453,45-54,Female,Masters degree,UK,White,19.0,44.0,47.0,52.0,52.0,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1454,25-34,Female,Doctorate degree,UK,White,41.0,32.0,43.0,54.0,45.0,-1.37983,0.40148,CL4,CL1,CL0,CL1,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL1
1455,25-34,Female,University degree,UK,White,24.0,36.0,45.0,46.0,49.0,-0.71126,-0.52593,CL4,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1456,18-24,Female,University degree,UK,White,27.0,45.0,46.0,50.0,37.0,-0.21712,-0.84637,CL5,CL2,CL2,CL3,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0
1457,35-44,Female,Doctorate degree,UK,White,19.0,50.0,47.0,44.0,47.0,0.19268,-0.84637,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
1458,55-64,Male,Masters degree,UK,White,37.0,44.0,52.0,45.0,36.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1459,25-34,Male,Masters degree,UK,White,37.0,41.0,43.0,46.0,43.0,-0.71126,0.40148,CL5,CL0,CL2,CL0,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL0,CL2,CL0,CL5,CL0,CL6,CL0,CL0
1460,18-24,Male,"Some college or university, no certificate or degree",USA,White,25.0,45.0,52.0,49.0,45.0,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL4,CL0,CL0,CL0
1461,25-34,Male,Masters degree,UK,White,14.0,48.0,42.0,48.0,38.0,0.52975,0.07987,CL4,CL1,CL1,CL0,CL5,CL0,CL3,CL1,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1462,25-34,Female,"Some college or university, no certificate or degree",USA,Mixed-Black/Asian,43.0,36.0,44.0,37.0,41.0,0.88113,-0.21575,CL3,CL0,CL0,CL6,CL5,CL6,CL6,CL3,CL0,CL1,CL0,CL0,CL0,CL1,CL3,CL0,CL4,CL0,CL0
1463,18-24,Female,University degree,USA,White,30.0,42.0,51.0,42.0,46.0,-1.37983,-0.52593,CL5,CL0,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL3,CL5,CL0,CL0
1464,55-64,Female,University degree,USA,White,20.0,45.0,52.0,53.0,48.0,-0.21712,0.07987,CL4,CL1,CL0,CL4,CL3,CL6,CL6,CL1,CL1,CL0,CL1,CL0,CL4,CL1,CL0,CL1,CL0,CL0,CL0
1465,25-34,Female,Masters degree,UK,White,34.0,34.0,37.0,51.0,43.0,-1.37983,-0.52593,CL4,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1466,18-24,Female,University degree,UK,White,39.0,40.0,46.0,48.0,40.0,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1467,65+,Male,University degree,UK,White,20.0,39.0,42.0,57.0,45.0,-1.37983,-2.07848,CL0,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1468,55-64,Male,Masters degree,UK,White,28.0,38.0,48.0,45.0,51.0,-0.21712,-0.84637,CL5,CL2,CL2,CL0,CL6,CL4,CL6,CL2,CL0,CL2,CL0,CL0,CL3,CL1,CL0,CL2,CL1,CL0,CL0
1469,18-24,Male,"Some college or university, no certificate or degree",USA,White,34.0,43.0,45.0,36.0,43.0,-0.71126,1.2247,CL6,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL4,CL3,CL0,CL0
1470,25-34,Female,Masters degree,USA,White,33.0,42.0,52.0,46.0,43.0,-0.71126,0.07987,CL6,CL0,CL0,CL3,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1471,45-54,Male,"Some college or university, no certificate or degree",Canada,Other,46.0,35.0,40.0,35.0,47.0,1.86203,1.2247,CL4,CL4,CL5,CL5,CL6,CL4,CL0,CL2,CL0,CL4,CL0,CL3,CL6,CL2,CL0,CL2,CL1,CL0,CL0
1472,25-34,Female,"Some college or university, no certificate or degree",USA,White,57.0,26.0,42.0,27.0,24.0,1.29221,1.2247,CL5,CL6,CL3,CL4,CL5,CL2,CL5,CL4,CL2,CL5,CL4,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL0
1473,25-34,Male,Professional certificate/ diploma,Canada,White,32.0,37.0,45.0,40.0,43.0,-0.71126,-0.84637,CL5,CL2,CL0,CL0,CL6,CL6,CL5,CL5,CL2,CL4,CL0,CL0,CL2,CL5,CL0,CL2,CL6,CL0,CL0
1474,18-24,Male,"Some college or university, no certificate or degree",USA,White,40.0,35.0,46.0,41.0,32.0,-1.37983,0.40148,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL6,CL0,CL3,CL3,CL0,CL0
1475,18-24,Male,"Some college or university, no certificate or degree",USA,White,27.0,49.0,56.0,43.0,38.0,1.86203,1.92173,CL6,CL3,CL2,CL2,CL6,CL6,CL4,CL3,CL0,CL5,CL2,CL0,CL3,CL3,CL3,CL3,CL5,CL0,CL2
1476,35-44,Female,Professional certificate/ diploma,USA,White,35.0,36.0,31.0,43.0,40.0,-0.71126,-0.84637,CL5,CL3,CL0,CL3,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0
1477,25-34,Female,"Some college or university, no certificate or degree",USA,Other,49.0,42.0,51.0,49.0,43.0,-0.71126,0.07987,CL3,CL2,CL0,CL6,CL6,CL2,CL4,CL2,CL2,CL3,CL2,CL0,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1478,45-54,Female,University degree,USA,White,51.0,22.0,47.0,43.0,26.0,0.88113,-2.07848,CL4,CL1,CL0,CL1,CL2,CL6,CL6,CL1,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
1479,45-54,Female,Doctorate degree,UK,White,27.0,40.0,47.0,44.0,47.0,-0.21712,-0.21575,CL5,CL0,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1480,25-34,Female,University degree,UK,White,33.0,43.0,51.0,53.0,41.0,-0.71126,0.7654,CL5,CL4,CL3,CL0,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL3,CL5,CL0,CL0,CL3,CL5,CL0,CL0
1481,35-44,Male,Professional certificate/ diploma,USA,White,41.0,32.0,43.0,44.0,33.0,0.88113,-0.84637,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2,CL3,CL0,CL1
1482,25-34,Female,Doctorate degree,UK,White,26.0,49.0,40.0,49.0,46.0,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1483,18-24,Male,"Some college or university, no certificate or degree",Other,White,25.0,47.0,54.0,32.0,37.0,0.52975,1.2247,CL6,CL3,CL2,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL4,CL6,CL0,CL0
1484,25-34,Female,University degree,UK,White,35.0,38.0,37.0,43.0,47.0,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1485,18-24,Male,University degree,Australia,White,43.0,40.0,45.0,36.0,46.0,1.29221,-0.52593,CL6,CL5,CL3,CL5,CL6,CL6,CL5,CL4,CL0,CL6,CL3,CL4,CL5,CL4,CL3,CL4,CL6,CL0,CL0
1486,25-34,Female,"Some college or university, no certificate or degree",USA,White,31.0,37.0,45.0,31.0,32.0,1.86203,1.92173,CL6,CL0,CL0,CL2,CL6,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL2,CL2,CL3,CL0,CL0
1487,25-34,Female,Doctorate degree,UK,White,49.0,35.0,42.0,33.0,49.0,0.88113,-2.07848,CL5,CL1,CL2,CL3,CL6,CL2,CL5,CL2,CL0,CL1,CL0,CL0,CL2,CL0,CL0,CL1,CL1,CL0,CL1
1488,18-24,Female,Masters degree,UK,White,35.0,47.0,36.0,40.0,36.0,0.88113,1.2247,CL5,CL0,CL2,CL0,CL5,CL1,CL6,CL4,CL0,CL4,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL0
1489,18-24,Male,"Some college or university, no certificate or degree",USA,White,50.0,36.0,41.0,40.0,30.0,1.29221,0.7654,CL6,CL4,CL0,CL5,CL4,CL6,CL6,CL0,CL0,CL6,CL0,CL0,CL3,CL5,CL0,CL3,CL3,CL0,CL0
1490,45-54,Male,"Some college or university, no certificate or degree",USA,White,34.0,38.0,50.0,44.0,40.0,1.29221,1.2247,CL4,CL5,CL2,CL3,CL6,CL4,CL5,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,CL0
1491,18-24,Male,"Some college or university, no certificate or degree",USA,White,55.0,33.0,43.0,41.0,29.0,1.29221,0.07987,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL4,CL4,CL3,CL0,CL2,CL3,CL0,CL2,CL0,CL6,CL0,CL0
1492,18-24,Male,"Some college or university, no certificate or degree",UK,White,45.0,16.0,43.0,33.0,28.0,1.86203,0.7654,CL5,CL6,CL6,CL4,CL6,CL5,CL6,CL4,CL0,CL5,CL0,CL5,CL6,CL4,CL3,CL3,CL6,CL0,CL2
1493,18-24,Male,"Some college or university, no certificate or degree",UK,White,28.0,33.0,46.0,39.0,39.0,-0.71126,0.07987,CL4,CL2,CL2,CL0,CL4,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1494,25-34,Male,Masters degree,Other,White,25.0,41.0,48.0,37.0,35.0,0.19268,1.2247,CL5,CL5,CL0,CL0,CL5,CL0,CL6,CL5,CL0,CL5,CL0,CL0,CL5,CL4,CL0,CL3,CL0,CL0,CL0
1495,45-54,Female,Left school before 16 years,USA,White,42.0,39.0,43.0,40.0,34.0,0.19268,-0.52593,CL5,CL4,CL0,CL3,CL6,CL6,CL4,CL2,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1496,45-54,Male,University degree,USA,White,26.0,46.0,49.0,43.0,46.0,0.88113,1.2247,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1497,25-34,Male,Doctorate degree,USA,Other,32.0,43.0,46.0,39.0,42.0,0.52975,1.2247,CL5,CL4,CL0,CL4,CL6,CL6,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL6,CL0,CL0
1498,18-24,Female,"Some college or university, no certificate or degree",USA,White,42.0,41.0,50.0,29.0,42.0,1.86203,-0.21575,CL4,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL0
1499,18-24,Male,University degree,USA,White,40.0,26.0,52.0,42.0,38.0,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL0,CL0
1500,25-34,Male,University degree,USA,White,31.0,43.0,55.0,41.0,39.0,0.19268,0.7654,CL6,CL3,CL3,CL3,CL6,CL6,CL5,CL2,CL0,CL5,CL2,CL3,CL4,CL5,CL3,CL2,CL5,CL0,CL2
1501,18-24,Female,University degree,USA,Mixed-White/Asian,31.0,40.0,44.0,44.0,38.0,1.29221,1.2247,CL6,CL4,CL0,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL5,CL6,CL0,CL2
